,Text,Label,Clean Text
9772,@user May as well ignore her since all we are doing is giving her the attention she so craves.  She was such an adorable child..... but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts. ,1, user may well ignore since giving attention craves  adorable child never good enough body nude love scene searching attention desire bovine fecal post 
9773,@user no one attacked Kavanope!! We are allowed to question  liars.  He is secretive and He lied under oath. What more do you need? ,1, user one attacked kavanope allowed question  liar  secretive lied oath need 
9774,@user You are such a fucking pu$$y little chinless Donny. ,1, user fucking puy little chinless donny 
9775,@user ROMY OMFG IM SOOO GLAD I MET YOU TOO BFF FOR LIFE ! YOU ARE THE BEST I LOVE TALKING TO YOU ,0, user romy omfg im sooo glad met bff life  best love talking 
9776,"@user how Antifa's extremism is facism in the making""""  Now I'm making the face in your avi"""" ",0, user antifas extremism facism making  im making face avi 
9777,@user @user BUT GUN CONTROL!!! ,0, user user gun control 
9778,@user Good!!! This will surely show us how croocked he is. 😂😂😂 ,1, user good surely show u croocked  
9779,@user @user She is correct. Corbyn and McDonald would be just like the old GLC under J Mc. ,0, user user correct corbyn mcdonald would like old glc j mc 
9780,@user It freaking sucks ,0, user freaking suck 
9781,AUGUST 2018 – Read the best of NEW NOVEL Story Pitches ,0, august   read best new novel storypitches 
9782,@user @user @user Holy shit get a lawyer false advertisement colon in not a football player he is a vag head ,1, user user user holy shit get lawyer false advertisement colon football player vag head 
9783,@user That's new ,0, user thats new 
9784,@user Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb shit on the internet. ,1, user yeah exact thought real uphill climb tho get people stop saying dumb shit internet 
9785,@user She's a Liberal professor dog. Always spewing her hatred against us Conservatives. You're going to HELL with the rest of the Sleaze BAGS. ,1, user shes liberal professor dog always spewing hatred u conservative youre going hell rest sleaze bag 
9786,"@user endorses felons"""" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was """"different"""" to Vermont in regards to what gun control was needed."""" ",1, user endorses felon ah yes felon likely shit reminds bernie said chicago different vermont regard gun control needed 
9787,@user you are a traitor ,1, user traitor 
9788,@user left!!! ,0, user left 
9789,@user Fake news. ,0, user fake news 
9790,@user @user @user I find it very offensive that you know what black people feel!! As a black not African because I was born in America want recognition then build your own stuff!!! It's the same with Conservatives that cry about censorship  If you don't like the rules build your own house. ,1, user user user find offensive know black people feel black african born america want recognition build stuff conservative cry censorship  dont like rule build house 
9791,@user @user @user @user @user @user wish Guy Opperman would knockmy door! 1950's/1960's infact everyone LOOKOUT this 'Guy' will tellU you Hv to work till nearly 70 U dont  it's a LIE  just didn't ring fence our NIC's for last 24yrs! £271bill! If today YP worked as long as 1950's they wld be 76SPA! Read #BATTLEBUS ,0, user user user user user user wish guy opperman would knockmy door s infact everyone lookout guy tellu hv work till nearly  u dont  lie  didnt ring fence nics last yr bill today yp worked long wld spa read battlebus 
9792,@user @user @user @user @user  Who is Flake? If Flake wants to be someone &amp; heard stand for Senate race! ,0, user user user user user  flake flake want someone amp heard stand senate race 
9793,@user @user @user @user @user @user @user @user @user @user @user @user @user @user Amy when Iook at you  think Child of God but also inspring young lady. You showed us that you can conquer  anything  and say I am stronger  than this. God is proud  of you and so am I. Mr. Heughan too. He said in an article what is the big fuss about himself you are the answer. ,0, user user user user user user user user user user user user user user amy iook  think child god also inspring young lady showed u conquer  anything  say stronger  god proud  mr heughan said article big fuss answer 
9794,@user Highly doubt that. Even if they take back the House there are a great many Dems that don't want her back as Speaker. ,0, user highly doubt even take back house great many dems dont want back speaker 
9795,@user It means HE is still Superman. ,0, user mean still superman 
9796,@user He is one sick dude ,1, user one sick dude 
9797,"@user @user @user @user @user @user UNDERSTOOD, Sir! Nation HUNKERED DOWN in our COMMITMENT 2 help you #MAGA, in your God given STABLE GENIUS words: Till The Bitter End""""... God speed Tziyon, Shalom! Con musica, Lucho, Latin Jazz Vocalist&amp;Composer"""" ",0, user user user user user user understood sir nation hunkered commitment  help maga god given stable genius word till bitter end god speed tziyon shalom con musica lucho latin jazz vocalistampcomposer 
9798,@user @user @user Farrakhan has refered to white people as Blue eyed devils. Will not even repeat what he has said about Jews. He is anti-Semitic. ,1, user user user farrakhan refered white people blue eyed devil even repeat said jew antisemitic 
9799,Bert and Ernie are puppets / dogs are not children / there are only two genders / and there will be two terms  #MAGA @user ,1, bert ernie puppet  dog child  two gender  two term  maga user 
9800,@user said on @user he doesn’t think we should be selling AR15’s but Liberals deny it and say he is pro gun! The AR15 is not an assault weapon it is a sporting rifle. #KeepTexasRed vote @user ,0, user said user doesnt think selling ar liberal deny say pro gun ar assault weapon sporting rifle keeptexasred vote user 
9801,@user @user @user @user @user @user @user @user @user @user @user He calls him “Wil” because he knew him.  Because he is old. ,0, user user user user user user user user user user user call wil knew  old 
