Text,Label,Clean Text
"But, of course, we don't need a wall or ICE to enforce our immigration laws.  The left/liberals/progressives are out of their minds--but they are loud about it and we must stand up and let our voices be heard!! ",1, course dont need wall ice enforce immigration law  leftliberalsprogressives mindsbut loud must stand let voice heard 
"@user @user @user Hispanics are the hardest hit by Illegal Immigration it impacts their wages, jobs and communites as well as African Americans #WalkAway  #WalkAwayFromDemocrats ",0, user user user hispanic hardest hit illegal immigration impact wage job communites well african american walkaway  walkawayfromdemocrats 
“ I just want all your attention babe stop seeing these other hoes” .. first of all bitch I’m legally blind ,0,  want attention babe stop seeing hoe  first bitch im legally blind 
WOW can't believe all these women riding the subway today? Shouldn't these bitches be making sandwiches LOL #ihatefemales.. ,0, wow cant believe woman riding subway today shouldnt bitch making sandwich lol ihatefemales 
"@user @user @user @user Touchdown is easy when you only choose hog nd battle ram ,then game is yours ",1, user user user user touchdown easy choose hog nd battle ram game 
"“What’s happening today will be written down as history, and we don’t want it to be fake history.” #syria #refugees ",1, whats happening today written history dont want fake history syria refugee 
@user Google your ass you Immature cunt. ,1, user google as immature cunt 
"Sometimes you just gotta throw a mutha fucka at another mutha fucka, to let a mutha fucka know who's boss ",0, sometimes gotta throw mutha fucka another mutha fucka let mutha fucka know who bos 
"@user We stand with the woman of Cologne ,Add France it seems young Arab Immigrants want to do a ISIS and abuse deport them or jail ",0, user stand woman cologne add france seems young arab immigrant want isi abuse deport jail 
"Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 ",0, perfect breakfast start weekend ho yummy topped green savi hot pepper sauce breakfast  
“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.” HAHA! ,0, one minute youre spooky little witch bitch next youre angelic skank singing oh holy night haha 
dan humphrey is an annoying skank bitch ,0, dan humphrey annoying skank bitch 
Shoutout to all the single moms that got pregnant thinking they'd keep a man &; celebrate days like today... lol how'd that work out for you ,0, shoutout single mom got pregnant thinking theyd keep man  celebrate day like today lol howd work 
Maine: Man dies after brutal beating by Muslim migrant mob in Lewiston park via @user ,1, maine man dy brutal beating muslim migrant mob lewiston park via user 
FUCK OFF REF. Martial was held back. U stupid cunt. What the fuck is wrong with you? ,1, fuck ref martial held back u stupid cunt fuck wrong 
"Most of Koreans in Japan are the descendants of illegal immigrant  who went there after World War 2, not the people who was taken by force. ",1, korean japan descendant illegal immigrant  went world war  people taken force 
"Orban declares Easterneurope free of refugees. He says that Soros want to make Europe to a multiculturell society, which is poor. ",0, orban declares easterneurope free refugee say soros want make europe multiculturell society poor 
If you find me funny it's only because you have serious issues and that shit is hot AF to me ,0, find funny serious issue shit hot af 
Immigration Protesters Call For End To Detention ,0, immigration protester call end detention 
Last night I had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick 😐 ,1, last night woman tell friend pay fuck husband big black dick  
"Thing is, many women hate seeing Dr’s, me included. Often seen as hysterical, stressed or overreacting. Patted on the head, given a pill 3/ ",0, thing many woman hate seeing drs included often seen hysterical stressed overreacting patted head given pill  
When you're fuckin a bitch doggy that has a bible verse tatted on her back and you begin thinkin about what a disgusting piece of shit you r ,0, youre fuckin bitch doggy bible verse tatted back begin thinkin disgusting piece shit r 
"Kurdish refugees who were staying in Stage 2, in Skala Sykamia refused to enter the transportation buses provided by Greek authorities - Upon rumors that they were going to be taken back to #Moria. Apparently they have decided to walk to Mytilene, more than 55Km away. ",0, kurdish refugee staying stage  skala sykamia refused enter transportation bus provided greek authority  upon rumor going taken back moria apparently decided walk mytilene km away 
2014/15 Coke puts names on cans 2016 Coke puts lyrics on cans 2030 Coke puts dick and pussy pics on cans ,1,  coke put name can  coke put lyric can  coke put dick pussy pic can 
"@user @user Excellent Now #BuildtheWall, #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas ",0, user user excellent buildthewall endchainmigration endcatchandrelease endvisalottery approve taxcuts confirmjudgekavanaugh great midterm christmas 
@user SHUT THE FUCK UP. YOU DUMB WHORE. ,1, user shut fuck dumb whore 
me @ ppl who continue to reply to anti -harassment posts w/ 'but not ALL men are like this': 'so did you get the point of the post or nah' ,0,  ppl continue reply anti harassment post w men like get point post nah 
Is #Spain facing a new wave of xenophobia over migrants? ,0, spain facing new wave xenophobia migrant 
Liberals lie to Taxpayers over border crisis! #cdnpoli #canpoli #cpc #lpc #ndp #border #IllegalImmigrants #FordNation #ForThePeople ,1, liberal lie taxpayer border crisis cdnpoli canpoli cpc lpc ndp border illegalimmigrants fordnation forthepeople 
"BREAKING: Liberals to build refugee camps on Canadian military bases -- Taxpayers will fund mosques, Korans ",1, breaking liberal build refugee camp canadian military base  taxpayer fund mosque koran 
I cant fucking believe yall call this rape bitch wtf ,0, cant fucking believe yall call rape bitch wtf 
"RT @user NOOOOOOO FUCCCKING WAY, WHAT A BITCH!!!!! YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND. YOU CUNT!!! ",0, rt user nooooooo fucccking way bitch thought hookin another guy boyfriend cunt 
I'm not gonna text you 24-7. I have a life. If you liked me that much you would be with me and not texting me! #WomenSuck ,0, im gonna text  life liked much would texting womensuck 
"Men get hurt once and that’s the end. They stuck on that bitch for life. Women get hurt 1,000 times and they’re still out looking for love ",1, men get hurt thats end stuck bitch life woman get hurt  time theyre still looking love 
Of course I invited you over to 'Hang Out' ....stupid bitches #WomenSuck ,1, course invited hang stupid bitch womensuck 
When friends find out what a sick psychopath I really am ☺️ ,1, friend find sick psychopath really  
ATTENTION #AbortionGenocide the SUCCESSFUL TOOL of the LEFT*Urge #Congress 2 use #PP tax$ to SUPPORT PREGNANT WOMEN &amp; their Babes once BORN* Preserve &amp; PROTECT Generations of AMERICANS BORN to AMERICANS*Suspend Immigration STOP Resettlement*DEPORT &amp; REPATRIATE*OUR HOMELAND*WeR#1 ,1, attention abortiongenocide successful tool lefturge congress  use pp tax support pregnant woman amp babe born preserve amp protect generation american born americanssuspend immigration stop resettlementdeport amp repatriateour homelandwer 
